Desc	Family ID	GCA_000442015.1_Rozella_k41_t100_protein.faa	GCA_001574975.1_Ganpr1_protein.faa	GCA_001875675.1_ASM187567v1_protein.faa	GCA_002794465.1_KSL3_v6_protein.faa	GCA_023515795.1_ASM2351579v1_protein.faa	GCA_027571585.1_ASM2757158v1_protein.faa	GCA_027604705.1_ASM2760470v1_protein.faa	GCF_000002865.3_V1.0_protein.faa	GCF_000002945.1_ASM294v2_protein.faa	GCF_000011425.1_ASM1142v1_protein.faa	GCF_000146045.2_R64_protein.faa	GCF_000151315.2_C_owczarzaki_V2_protein.faa	GCF_000182565.1_S_punctatus_V1_protein.faa	GCF_000388065.1_Font_alba_ATCC_38817_V2_protein.faa	GCF_000760515.2_UGP1.1_protein.faa
(null)	family1594	1	1	0	1	2	0	2	0	1	1	0	0	3	0	1
(null)	family1595	1	3	1	1	0	1	1	1	0	0	0	0	3	0	1
(null)	family1596	0	2	0	1	1	0	0	0	2	3	1	1	1	1	0
(null)	family1597	0	1	0	0	1	0	2	2	1	1	2	1	2	0	0
(null)	family1598	0	2	0	0	1	0	1	1	2	2	1	1	1	0	0
(null)	family1599	2	1	0	1	0	0	2	1	1	0	0	0	2	1	1
(null)	family1600	1	1	0	1	0	1	2	0	2	2	0	0	1	0	1
(null)	family1601	0	3	0	0	1	0	1	1	1	2	0	1	1	1	0
(null)	family1602	0	1	0	0	1	0	2	2	0	1	1	1	1	1	0
(null)	family1603	1	1	0	1	1	0	2	0	1	1	0	0	2	0	1
(null)	family1604	0	1	0	0	0	0	1	2	1	1	1	1	2	1	0
(null)	family1605	1	2	0	0	1	0	0	0	1	2	1	1	1	0	1
(null)	family1606	1	1	0	1	0	0	2	2	0	0	0	1	1	1	1
(null)	family1607	0	1	0	0	1	0	1	2	1	1	2	1	0	1	0
(null)	family1608	1	0	0	0	1	0	2	1	2	1	0	1	1	1	0
(null)	family1609	1	0	0	0	1	0	1	1	2	1	2	1	1	0	0
(null)	family1610	2	2	0	1	1	0	1	0	1	1	1	0	0	1	0
(null)	family1611	1	1	0	0	1	0	1	1	1	1	1	0	0	3	0
(null)	family1612	1	1	0	1	2	0	1	0	0	1	1	0	1	2	0
(null)	family1613	0	1	0	2	0	0	1	1	0	1	1	2	0	1	1
(null)	family1614	0	1	0	0	1	0	1	0	1	1	2	1	2	1	0
(null)	family1615	1	1	0	1	2	0	1	0	1	0	0	1	2	1	0
(null)	family1616	1	2	0	0	1	0	1	0	2	1	1	0	1	1	0
(null)	family1617	1	1	0	0	1	0	2	0	2	1	0	1	1	1	0
(null)	family1618	1	0	0	1	1	0	1	0	1	1	2	0	2	1	0
(null)	family1619	0	1	0	0	1	0	0	2	1	1	1	2	1	1	0
(null)	family1620	0	2	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1621	0	1	0	0	1	0	1	1	1	1	2	1	1	0	0
(null)	family1622	0	1	0	1	0	0	1	1	1	0	1	2	1	1	0
(null)	family1623	0	1	0	1	1	0	1	1	0	1	0	2	1	1	0
(null)	family1624	0	1	0	0	1	0	1	1	1	1	1	1	2	0	0
(null)	family1625	0	1	0	0	1	0	1	1	1	1	2	1	1	0	0
(null)	family1626	0	1	0	0	1	0	1	1	1	1	1	1	2	0	0
(null)	family1627	1	1	0	1	1	0	1	1	0	1	0	2	1	0	0
(null)	family1628	1	1	0	0	1	0	1	0	1	1	2	1	1	0	0
(null)	family1629	1	1	0	0	1	0	1	0	0	1	2	1	1	0	1
(null)	family1630	1	0	0	0	1	0	2	1	0	1	1	1	1	0	1
(null)	family1631	1	1	0	0	1	0	2	1	1	0	0	1	1	1	0
(null)	family1632	1	1	1	0	1	1	2	0	0	0	0	1	0	1	1
(null)	family1633	0	2	0	0	1	0	0	1	1	1	1	1	1	1	0
(null)	family1634	0	1	0	1	1	0	1	1	1	1	1	0	2	0	0
(null)	family1635	0	1	0	1	0	0	1	1	0	2	0	1	1	1	1
(null)	family1636	0	1	0	0	1	0	1	1	1	1	1	0	2	1	0
(null)	family1637	1	1	0	1	0	0	1	0	1	1	2	1	1	0	0
(null)	family1638	0	0	0	0	1	0	1	1	1	1	1	2	1	1	0
(null)	family1639	2	1	0	0	0	0	1	1	1	1	0	1	1	1	0
(null)	family1640	1	1	0	1	1	0	2	1	0	0	0	1	1	1	0
(null)	family1641	1	1	1	0	1	0	1	1	0	0	1	2	1	0	0
(null)	family1642	0	2	0	1	0	0	1	1	1	1	1	1	1	0	0
(null)	family1643	0	1	0	0	1	0	1	1	2	1	1	1	1	0	0
(null)	family1644	1	1	0	0	1	0	1	1	0	1	0	1	2	0	1
(null)	family1645	1	1	0	1	0	0	1	0	1	1	1	1	2	0	0
(null)	family1646	1	1	0	0	1	0	1	2	0	1	0	1	1	1	0
(null)	family1647	1	1	1	0	1	0	2	0	1	1	1	0	1	0	0
(null)	family1648	1	1	0	1	1	0	1	0	2	0	1	1	1	0	0
(null)	family1649	1	1	0	1	1	0	2	0	1	1	1	0	1	0	0
(null)	family1650	1	1	0	1	1	0	0	0	0	1	0	1	1	2	1
(null)	family1651	0	0	0	2	1	0	1	0	1	1	1	1	1	1	0
(null)	family1652	0	0	0	1	1	0	2	1	1	1	1	1	1	0	0
(null)	family1653	0	1	0	0	1	0	1	1	1	1	1	0	1	2	0
(null)	family1654	1	1	0	0	0	0	1	1	1	1	2	0	1	1	0
(null)	family1655	1	0	0	1	1	0	2	0	0	1	0	1	1	1	1
(null)	family1656	0	1	0	1	1	0	1	0	1	2	1	0	1	0	1
(null)	family1657	1	2	0	1	1	0	1	0	1	1	1	0	1	0	0
(null)	family1658	0	1	0	0	1	0	1	1	1	1	1	1	2	0	0
(null)	family1659	1	0	0	1	1	0	1	1	1	1	0	1	2	0	0
(null)	family1660	1	1	0	0	1	0	1	0	0	1	1	0	1	2	1
(null)	family1661	1	1	0	0	0	0	1	1	1	1	1	2	1	0	0
(null)	family1662	1	1	0	1	1	0	1	0	1	2	0	1	1	0	0
(null)	family1663	1	1	0	0	1	0	1	1	0	1	0	2	1	1	0
(null)	family1664	0	1	0	0	1	0	1	1	1	1	1	2	1	0	0
(null)	family1665	1	2	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1666	0	1	0	0	2	0	1	1	1	1	1	1	1	0	0
(null)	family1667	0	1	1	1	0	0	1	0	1	1	2	0	1	1	0
(null)	family1668	0	1	0	0	1	0	1	1	1	2	1	1	1	0	0
(null)	family1669	0	1	0	0	1	0	2	0	0	1	1	1	1	1	1
(null)	family1670	0	1	0	0	1	0	0	1	1	1	2	1	1	1	0
(null)	family1671	1	1	0	1	1	0	1	0	1	1	0	1	2	0	0
(null)	family1672	1	2	0	1	1	0	1	0	0	1	0	1	1	0	1
(null)	family1673	1	1	0	0	1	0	1	1	2	1	0	1	1	0	0
(null)	family1674	0	1	0	1	1	0	0	0	1	1	1	1	0	2	1
(null)	family1675	1	0	1	0	0	1	0	1	1	1	1	0	1	2	0
(null)	family1676	1	1	1	1	2	1	1	0	0	0	0	0	1	0	1
(null)	family1677	0	1	0	1	1	0	2	0	1	1	1	0	1	0	1
(null)	family1678	1	0	0	0	1	0	2	0	1	1	1	1	1	1	0
(null)	family1679	1	0	0	1	0	0	1	0	1	1	1	1	1	2	0
(null)	family1680	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1681	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1682	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1
(null)	family1683	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1684	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1
(null)	family1685	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1686	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1687	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1688	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0
(null)	family1689	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1690	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1691	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0
(null)	family1692	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1693	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1694	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1695	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1696	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1697	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0
(null)	family1698	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0
(null)	family1699	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0
(null)	family1700	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0
(null)	family1701	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0
(null)	family1702	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0
(null)	family1703	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1
(null)	family1704	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0
(null)	family1705	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0
(null)	family1706	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0
(null)	family1707	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1
(null)	family1708	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1
(null)	family1709	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1710	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0
(null)	family1711	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1
(null)	family1712	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0
(null)	family1713	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0
(null)	family1714	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1715	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0
(null)	family1716	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0
(null)	family1717	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0
(null)	family1718	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0
(null)	family1719	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0
(null)	family1720	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0
(null)	family1721	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0
(null)	family1722	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0
(null)	family1723	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0
(null)	family1724	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1
(null)	family1725	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0
(null)	family1726	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0
(null)	family1727	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0
(null)	family1728	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1729	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0
(null)	family1730	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0
(null)	family1731	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0
(null)	family1732	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1
(null)	family1733	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0
(null)	family1734	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0
(null)	family1735	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0
(null)	family1736	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0
(null)	family1737	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0
(null)	family1738	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1
(null)	family1739	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1740	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0
(null)	family1741	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1742	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0
(null)	family1743	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0
(null)	family1744	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1
(null)	family1745	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0
(null)	family1746	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0
(null)	family1747	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0
(null)	family1748	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1
(null)	family1749	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0
(null)	family1750	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1
(null)	family1751	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0
(null)	family1752	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1
(null)	family1753	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0
(null)	family1754	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0
(null)	family1755	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0
(null)	family1756	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1
(null)	family1757	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0
(null)	family1758	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1
(null)	family1759	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0
(null)	family1760	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1
(null)	family1761	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0
(null)	family1762	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0
(null)	family1763	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0
(null)	family1764	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1
(null)	family1765	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0
(null)	family1766	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1767	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1768	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0
(null)	family1769	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0
(null)	family1770	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1771	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0
(null)	family1772	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1
(null)	family1773	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0
(null)	family1774	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0
(null)	family1775	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1776	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0
(null)	family1777	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0
(null)	family1778	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0
(null)	family1779	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1780	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0
(null)	family1781	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0
(null)	family1782	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1783	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1
(null)	family1784	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0
(null)	family1785	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1
(null)	family1786	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1
(null)	family1787	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1788	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0
(null)	family1789	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0
(null)	family1790	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1791	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0
(null)	family1792	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1
(null)	family1793	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0
(null)	family1794	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1795	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1
(null)	family1796	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1
(null)	family1797	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1
(null)	family1798	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0
(null)	family1799	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0
(null)	family1800	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0
(null)	family1801	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1
(null)	family1802	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1
(null)	family1803	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0
(null)	family1804	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0
(null)	family1805	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1
(null)	family1806	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1
(null)	family1807	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1
(null)	family1808	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0
(null)	family1809	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0
(null)	family1810	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1811	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0
(null)	family1812	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0
(null)	family1813	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1814	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0
(null)	family1815	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1
(null)	family1816	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0
(null)	family1817	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0
(null)	family1818	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1819	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1
(null)	family1820	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1
(null)	family1821	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0
(null)	family1822	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1
(null)	family1823	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1
(null)	family1824	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1
(null)	family1825	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0
(null)	family1826	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0
(null)	family1827	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0
(null)	family1828	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1
(null)	family1829	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0
(null)	family1830	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0
(null)	family1831	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1832	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1
(null)	family1833	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1834	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0
(null)	family1835	1	1	0	0	1	0	1	0	1	1	0	1	1	0	1
(null)	family1836	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0
(null)	family1837	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0
(null)	family1838	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0
(null)	family1839	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0
(null)	family1840	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1
(null)	family1841	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0
(null)	family1842	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0
(null)	family1843	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0
(null)	family1844	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0
(null)	family1845	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0
(null)	family1846	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1
(null)	family1847	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0
(null)	family1848	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0
(null)	family1849	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1
(null)	family1850	1	1	0	0	1	0	1	0	1	1	0	1	1	0	1
(null)	family1851	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1852	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0
(null)	family1853	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0
(null)	family1854	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0
(null)	family1855	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1
(null)	family1856	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1
(null)	family1857	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0
(null)	family1858	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0
(null)	family1859	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0
(null)	family1860	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0
(null)	family1861	1	9	0	0	2	0	5	0	3	9	0	1	6	0	0
(null)	family1862	2	4	0	0	3	0	1	0	0	3	1	5	12	0	0
(null)	family1863	0	6	0	3	2	0	1	1	0	2	5	0	1	0	0
(null)	family1864	1	4	0	1	2	0	3	2	0	2	0	0	3	0	0
(null)	family1865	2	1	0	1	3	0	3	2	0	0	0	3	2	0	0
(null)	family1866	1	5	0	0	0	0	2	0	0	3	1	1	2	1	0
(null)	family1867	2	3	0	0	1	0	2	0	1	2	0	2	3	0	0
(null)	family1868	2	0	0	0	1	0	2	3	1	1	1	0	5	0	0
(null)	family1869	0	2	0	0	2	0	1	0	2	2	2	2	2	0	0
(null)	family1870	0	2	0	1	1	0	1	0	1	2	2	0	4	0	0
(null)	family1871	0	3	0	0	1	0	0	1	1	2	3	2	1	0	0
(null)	family1872	0	1	0	0	0	0	2	0	2	3	3	1	1	1	0
(null)	family1873	1	1	0	0	1	0	2	0	1	2	1	0	4	0	0
(null)	family1874	0	2	0	0	1	0	2	0	2	3	1	1	1	0	0
(null)	family1875	1	1	0	0	1	0	0	0	1	3	2	3	1	0	0
(null)	family1876	0	1	0	0	2	0	3	1	0	1	2	1	1	0	0
(null)	family1877	0	2	0	0	0	0	0	1	0	3	1	2	1	1	1
(null)	family1878	2	2	0	1	2	0	2	0	0	1	0	0	1	0	1
(null)	family1879	1	2	0	0	2	0	2	0	0	1	1	0	2	1	0
(null)	family1880	1	1	0	0	1	0	1	0	3	2	2	0	1	0	0
(null)	family1881	0	1	0	0	2	0	2	0	1	1	1	2	2	0	0
(null)	family1882	0	2	0	0	0	0	0	2	1	1	1	1	3	1	0
(null)	family1883	2	0	0	2	1	1	1	0	2	2	0	0	0	0	1
(null)	family1884	1	0	0	0	0	0	1	0	1	1	2	1	3	0	1
(null)	family1885	0	2	1	0	1	0	1	1	0	0	0	2	2	0	1
(null)	family1886	1	0	0	2	1	0	1	0	0	1	0	1	2	2	0
(null)	family1887	0	1	0	1	1	0	1	0	2	1	1	0	3	0	0
(null)	family1888	1	2	0	0	1	0	2	0	1	2	1	0	1	0	0
(null)	family1889	0	0	0	1	1	0	0	1	2	2	1	1	2	0	0
(null)	family1890	0	1	0	0	1	0	1	1	0	2	1	0	2	2	0
(null)	family1891	0	1	0	1	1	0	0	0	2	1	3	0	1	0	1
(null)	family1892	0	1	0	0	0	0	1	1	1	2	2	1	2	0	0
(null)	family1893	0	2	0	1	1	0	1	1	0	0	0	1	2	1	0
(null)	family1894	0	1	0	0	1	0	1	0	2	1	2	1	1	0	0
(null)	family1895	0	0	1	1	1	1	0	1	0	0	0	3	1	0	1
(null)	family1896	0	1	0	1	0	0	1	0	0	2	2	1	1	1	0
(null)	family1897	0	1	0	0	0	0	1	1	1	1	3	1	1	0	0
(null)	family1898	0	1	0	0	1	0	0	1	1	1	0	3	1	1	0
(null)	family1899	2	1	0	1	1	0	0	0	2	1	1	0	1	0	0
(null)	family1900	1	2	0	0	1	0	1	0	0	1	1	2	1	0	0
(null)	family1901	1	2	0	1	1	0	1	0	0	0	0	2	1	0	1
(null)	family1902	0	0	0	0	1	0	1	1	2	1	1	1	2	0	0
(null)	family1903	1	1	0	1	2	0	1	0	0	0	0	1	1	2	0
(null)	family1904	0	2	0	0	0	0	0	1	1	1	1	2	1	0	1
(null)	family1905	1	0	1	1	1	2	1	0	2	1	0	0	0	0	0
(null)	family1906	0	0	0	2	1	0	1	0	0	1	1	2	0	1	1
(null)	family1907	0	1	0	0	1	0	2	2	1	1	0	1	1	0	0
(null)	family1908	0	1	0	0	1	0	0	1	1	1	2	1	1	0	0
(null)	family1909	0	1	0	1	0	0	1	1	0	1	0	1	1	2	0
(null)	family1910	1	2	0	1	1	0	1	0	0	0	0	1	1	0	1
(null)	family1911	0	2	0	0	1	0	1	0	1	1	1	1	1	0	0
(null)	family1912	0	1	0	1	1	0	1	0	1	1	0	2	1	0	0
(null)	family1913	1	0	0	1	1	0	2	0	0	0	0	1	1	1	1
(null)	family1914	0	1	0	0	1	0	1	0	1	1	2	1	0	1	0
(null)	family1915	0	2	0	0	1	1	1	0	1	0	1	1	1	0	0
(null)	family1916	0	1	0	1	0	0	1	0	0	2	1	1	1	1	0
(null)	family1917	0	1	0	0	1	0	0	1	1	1	2	1	1	0	0
(null)	family1918	0	1	0	1	1	0	1	0	1	1	2	0	1	0	0
(null)	family1919	1	0	0	0	1	0	1	0	1	1	1	1	2	0	0
(null)	family1920	0	1	0	0	1	0	1	1	1	1	0	2	1	0	0
(null)	family1921	2	1	0	0	1	0	1	1	1	0	0	1	1	0	0
(null)	family1922	0	1	0	0	0	0	1	0	1	1	1	1	2	1	0
(null)	family1923	1	1	0	0	1	0	1	0	1	1	1	0	2	0	0
(null)	family1924	0	1	0	0	1	0	1	1	1	2	1	0	1	0	0
(null)	family1925	0	1	0	0	1	0	2	0	1	1	1	1	1	0	0
(null)	family1926	0	1	0	0	0	0	1	1	0	2	1	1	1	1	0
(null)	family1927	0	1	0	1	1	0	1	0	1	1	2	1	0	0	0
(null)	family1928	1	1	0	2	0	0	1	0	1	0	0	1	1	0	1
(null)	family1929	1	0	0	0	1	0	1	0	1	1	1	1	0	2	0
(null)	family1930	0	0	0	0	1	0	1	1	1	1	2	1	1	0	0
(null)	family1931	0	2	0	1	1	0	1	1	0	1	0	1	1	0	0
(null)	family1932	1	1	0	0	1	0	1	1	0	0	0	1	1	2	0
(null)	family1933	1	1	0	0	1	0	1	0	0	1	0	1	2	1	0
(null)	family1934	0	0	0	0	1	0	2	1	1	0	1	1	1	1	0
(null)	family1935	0	1	0	0	1	0	1	1	0	2	0	1	1	1	0
(null)	family1936	1	1	0	0	1	0	2	0	1	1	1	0	1	0	0
(null)	family1937	1	0	1	1	0	1	0	1	0	0	0	0	2	1	1
(null)	family1938	0	1	0	0	1	0	1	0	1	1	1	1	2	0	0
(null)	family1939	1	0	0	1	1	0	0	0	1	0	1	1	2	0	1
(null)	family1940	0	1	0	0	1	0	1	2	1	1	0	1	1	0	0
(null)	family1941	1	1	0	1	1	0	0	0	2	1	1	0	1	0	0
(null)	family1942	0	1	0	0	1	0	2	0	1	1	1	1	1	0	0
(null)	family1943	1	1	0	0	1	0	0	1	1	0	2	1	1	0	0
(null)	family1944	1	1	0	0	1	0	1	0	2	1	1	0	1	0	0
(null)	family1945	0	1	0	0	0	0	1	0	1	1	1	1	2	1	0
(null)	family1946	1	0	0	0	1	0	1	0	1	1	2	0	1	0	1
(null)	family1947	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0
(null)	family1948	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0
(null)	family1949	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0
(null)	family1950	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0
(null)	family1951	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0
